"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"28NY","","Spaulding Aerodrome","Cassadaga","New York","US",1607,42.308333,-79.225,"America/New_York","28NY"
"28OH","","Houk Field","Lyons","Ohio","US",743,41.703384,-84.002723,"America/New_York","28OH"
"28OK","","Pellar Farm Airport","El Reno","Oklahoma","US",1400,35.50283,-98.040607,"America/Chicago","28OK"
"28OR","","Parrett Mountain Airport","Newberg","Oregon","US",790,45.312222,-122.901389,"America/Los_Angeles","28OR"
"28PA","","Boyer Airport","Wernersville","Pennsylvania","US",510,40.322061,-76.100622,"America/New_York","28PA"
"28TA","","Duval County Ranch Company Airport","Freer","Texas","US",665,27.833631,-98.716962,"America/Chicago","28TA"
"28TE","","Midlake Airport","Elmendorf","Texas","US",535,29.268295,-98.336957,"America/Chicago","28TE"
"28TT","","Left Wing Low Airport","Bynum","Texas","US",596,31.99585,-97.00215,"America/Chicago","28TT"
"28TX","","Lehman Airport","Vernon","Texas","US",1275,34.085919,-99.455086,"America/Chicago","28TX"
"28WA","","Robert L Delanoy Airport","Vancouver","Washington","US",30,45.730393,-122.734544,"America/Los_Angeles","28WA"
"28WI","","Rutherford Airport","Arkansaw","Wisconsin","US",790,44.604133,-92.046561,"America/Chicago","28WI"
"28XS","","Flying G Airport","Kaufman","Texas","US",470,32.645966,-96.325259,"America/Chicago","28XS"
"29AK","","Remington Field","Delta Junction","Alaska","US",1080,64.046712,-145.435846,"America/Anchorage","29AK"
"29CN","","Miller's Mother Lode Airport","Georgetown","California","US",2400,38.849901,-120.834379,"America/Los_Angeles","29CN"
"29GA","","Rolling Meadows Airfield","Sharpsburg","Georgia","US",808,33.384283,-84.631944,"America/New_York","29GA"
"29IA","","Hilltop Airport","Sidney","Iowa","US",1120,40.756265,-95.623481,"America/Chicago","29IA"
"29ID","","Patterson Field","Emmett","Idaho","US",2297,43.887083,-116.654722,"America/Boise","29ID"
"29IL","","Judd Farms Airport","Lostant","Illinois","US",671,41.129933,-89.107181,"America/Chicago","29IL"
"29IN","","Homestead Airport","Columbia City","Indiana","US",863,41.07588,-85.386087,"America/Indiana/Indianapolis","29IN"
"29KY","","Socks Flyers Airport","California","Kentucky","US",625,38.883619,-84.257711,"America/Chicago","29KY"
"29MI","","Sawyer Field","Mason","Michigan","US",910,42.600036,-84.449974,"America/Detroit","29MI"
"29MN","","Wetenkamp Airport","Tintah","Minnesota","US",990,46.028293,-96.362843,"America/Chicago","29MN"
"29MO","","Rollert Farm Airport","Smithville","Missouri","US",1000,39.351533,-94.517733,"America/Chicago","29MO"
"29MT","","Craik Airport","Trout Creek","Montana","US",2500,47.738889,-115.502778,"America/Denver","29MT"
"29NC","","Larry F Warren Field","Efland","North Carolina","US",650,36.090583,-79.170803,"America/New_York","29NC"
"29OH","","Fox Airport","Magnolia","Ohio","US",1020,40.686449,-81.302611,"America/New_York","29OH"
"29OK","","Smith Airpark","Hinton","Oklahoma","US",1677,35.468522,-98.486925,"America/Chicago","29OK"
"29OR","","Sunrise Valley Ranch Lodge Airport","Prineville","Oregon","US",4469,44.012486,-120.280458,"America/Los_Angeles","29OR"
"29PA","","Stateline Airport","Hookstown","Pennsylvania","US",1151,40.536617,-80.5127,"America/New_York","29PA"
"29SC","","Hannah Rhea Field","Walterboro","South Carolina","US",89,32.900642,-80.852119,"America/New_York","29SC"
"29TX","","Lockett Airport","Vernon","Texas","US",1282,34.094531,-99.365638,"America/Chicago","29TX"
"29VA","","Rhynalds Ranch Airport","Remington","Virginia","US",285,38.529291,-77.738881,"America/New_York","29VA"
"2AK0","","Mac Kenzie Country Airpark","Point Mackenzie","Alaska","US",120,61.255881,-149.974656,"America/Anchorage","2AK0"
"2AK1","","Blair Lake Airport","Fairbanks /Ft Wainwright/","Alaska","US",910,64.363489,-147.365042,"America/Anchorage","2AK1"
"2AK2","","Clear Creek Airport","Fairbanks /Ft Wainwright/","Alaska","US",660,64.453459,-147.563492,"America/Anchorage","2AK2"
"2AK4","","Bootleggers Cove Airport","Homer","Alaska","US",45,59.47,-151.5125,"America/Anchorage","2AK4"
"2AK5","","Johnstone Point Airport","Hinchinbrook","Alaska","US",15,60.481675,-146.584252,"America/Anchorage","2AK5"
"2AK6","HGZ","Hog River Airport","Hogatza","Alaska","US",534,66.176133,-155.684817,"America/Anchorage","2AK6"
"2AK7","","Helio Airport","Big Lake","Alaska","US",163,61.538919,-149.972811,"America/Anchorage","2AK7"
"2AK8","","Icy Cape Afs Airport","Icy Cape","Alaska","US",48,70.292489,-161.903334,"America/Anchorage","2AK8"
"2AK9","","Independence Creek Airport","Independence Creek","Alaska","US",250,65.673477,-162.464063,"America/Nome","2AK9"
"2AL1","","Collier Airpark","Magnolia Springs","Alabama","US",74,30.424086,-87.777767,"America/Chicago","2AL1"
"2AL3","","Emerald Mountain Airport","Wetumpka","Alabama","US",365,32.455414,-86.119167,"America/Chicago","2AL3"
"2AL5","","Flying H Ranch Airport","Fort Payne","Alabama","US",1430,34.392778,-85.665,"America/Chicago","2AL5"
"2AL6","","Dale O Galer Aerodrome","Irvington","Alabama","US",40,30.491981,-88.197308,"America/Chicago","2AL6"
"2AL7","","Mount Aero Lake Farm Airport","Hanceville","Alabama","US",625,34.062778,-86.723056,"America/Chicago","2AL7"
"2AL8","","Finkley Farm Airport","Phenix City","Alabama","US",413,32.421111,-85.248056,"America/Chicago","2AL8"
"2AR0","","Bully Henry Airport","Lonoke","Arkansas","US",245,34.868117,-91.974253,"America/Chicago","2AR0"
"2AR1","","Etna Airport","Ozark","Arkansas","US",536,35.369847,-93.843061,"America/Chicago","2AR1"
"2AR4","","Mc Crory/Morton Airport","Mc Crory","Arkansas","US",222,35.228417,-91.093167,"America/Chicago","2AR4"
"2AR7","","Head Airfield","Prescott","Arkansas","US",441,33.849111,-93.479139,"America/Chicago","2AR7"
"2AR8","","Hickman Airport","Black Oak","Arkansas","US",258,35.831106,-90.370414,"America/Chicago","2AR8"
"2AZ1","","Indian Hills Airpark","Salome","Arizona","US",1866,33.759197,-113.615485,"America/Phoenix","2AZ1"
"2AZ4","","Millar Airport","Maricopa","Arizona","US",1215,33.053661,-112.145701,"America/Phoenix","2AZ4"
"2AZ9","","Ethnos Air Airport","Mcneal","Arizona","US",4200,31.602318,-109.651458,"America/Phoenix","2AZ9"
"2CA2","","Cones Field","Twentynine Palms","California","US",1800,34.162779,-116.048057,"America/Los_Angeles","2CA2"
"2CA3","","Crosswinds Airport","Twentynine Palms","California","US",1835,34.160001,-115.997501,"America/Los_Angeles","2CA3"
"2CA4","","Blackinton Airport","Valley Center","California","US",1156,33.258924,-117.092253,"America/Los_Angeles","2CA4"
"2CA8","","B & E Ranch Airport","Yucca Valley","California","US",2793,34.420555,-116.610578,"America/Los_Angeles","2CA8"
"2CD3","","Bijou Springs Ranch Airport","Peyton","Colorado","US",6600,39.119472,-104.431806,"America/Denver","2CD3"
"2CD4","","West Divide Airport","Silt","Colorado","US",6352,39.430556,-107.623056,"America/Denver","2CD4"
"2CD6","","Yukon Airport","Elizabeth","Colorado","US",6510,39.39485,-104.547033,"America/Denver","2CD6"
"2CD9","","Kellogg Airstrip","Laporte","Colorado","US",5180,40.6814,-105.13855,"America/Denver","2CD9"
"2CL1","","Brownsville Airpark","Brownsville","California","US",2120,39.455222,-121.291639,"America/Los_Angeles","2CL1"
"2CL3","","Longbell Ranch Airport","Tennant","California","US",4607,41.642089,-121.890281,"America/Los_Angeles","2CL3"
"2CL9","","Mustang Airport","Galt","California","US",45,38.334357,-121.30356,"America/Los_Angeles","2CL9"
"2CN3","","Tenaja Valley Airport","Murrieta","California","US",2350,33.511111,-117.328611,"America/Los_Angeles","2CN3"
"2CN4","","Wonderful Pistachios & Almonds Airport","Lost Hills","California","US",617,35.666389,-119.896389,"America/Los_Angeles","2CN4"
"2CN8","","Lake Arrowhead Airport","Lake Arrowhead","California","US",4610,34.304167,-117.151389,"America/Los_Angeles","2CN8"
"2CO2","","Las Arenas Earth And Sky Observatory Airport","Alamosa","Colorado","US",7582,37.477822,-105.615803,"America/Denver","2CO2"
"2CO3","","Jackrabbit Strip","Milliken","Colorado","US",5000,40.374982,-104.87275,"America/Denver","2CO3"
"2CO5","","Gunnison River Farms Airport","Austin","Colorado","US",5200,38.784444,-107.903611,"America/Denver","2CO5"
"2DE2","","Willaview Airport","Farmington","Delaware","US",63,38.855033,-75.572206,"America/New_York","2DE2"
"2DE3","","Hrupsa Airport","Felton","Delaware","US",55,39.003056,-75.6825,"America/New_York","2DE3"
"2DE8","","Murphy's Landing Airport","Milford","Delaware","US",10,38.913572,-75.345336,"America/New_York","2DE8"
"2FA1","","Sawgrass Airport","Ormond Beach","Florida","US",40,29.251264,-81.200535,"America/New_York","2FA1"
"2FA2","","Monroe Airpark","Belleview","Florida","US",75,29.018869,-82.113701,"America/New_York","2FA2"
"2FA3","","Long Branch Farms Airport","Baker","Florida","US",185,30.812739,-86.637361,"America/Chicago","2FA3"
"2FA4","","Southern Ranch Airport","Clewiston","Florida","US",18,26.379523,-80.945621,"America/New_York","2FA4"
"2FA5","","Thunderbird Air Park","Crescent City","Florida","US",67,29.472194,-81.57202,"America/New_York","2FA5"
"2FA6","","Central Florida Airpark","Coleman","Florida","US",55,28.811099,-82.065363,"America/New_York","2FA6"
"2FA7","","Frontier Airport","Hastings","Florida","US",10,29.634353,-81.464881,"America/New_York","2FA7"
"2FA9","","Mount Olive Farm Airport","Lamont","Florida","US",73,30.336389,-83.783611,"America/New_York","2FA9"
"2FD0","","Lazyboy Airport","Branford","Florida","US",45,29.975785,-82.907349,"America/New_York","2FD0"
"2FD1","","Hobby Hill Airport","Weirsdale","Florida","US",95,28.975539,-81.918694,"America/New_York","2FD1"
"2FD2","","Marjorie Kennan Rawlings Airport","Island Grove","Florida","US",78,29.479444,-82.053347,"America/New_York","2FD2"
"2FD6","","Tully Rv Airpark","Oak Hill","Florida","US",15,28.889732,-80.867267,"America/New_York","2FD6"
"2FL0","","Crystal Village Airport","Wausau","Florida","US",113,30.456861,-85.686039,"America/New_York","2FL0"
"2FL3","","Folsom Airport","Cypress","Florida","US",155,30.672584,-85.083452,"America/New_York","2FL3"
"2GA0","","Kennedy Intranational Airport","Newborn","Georgia","US",695,33.526785,-83.638796,"America/New_York","2GA0"
"2GA1","","Poole Farm Airport","Oxford","Georgia","US",830,33.680669,-83.852682,"America/New_York","2GA1"
"2GA2","","Swaids Field","Springfield","Georgia","US",85,32.392615,-81.277803,"America/New_York","2GA2"
"2GA5","","Windrift Aerodrome","Concord","Georgia","US",780,33.041793,-84.432144,"America/New_York","2GA5"
"2GA7","","Aubrey's Airpark","Statesboro","Georgia","US",186,32.498194,-81.622444,"America/New_York","2GA7"
"2GA8","","Shannon Flight Strip","Shannon","Georgia","US",677,34.349813,-85.076892,"America/New_York","2GA8"
"2GA9","","Lenora Airport","Snellville","Georgia","US",940,33.809167,-83.999722,"America/New_York","2GA9"
"2GE7","","Petty Farms Airport","Crandall","Georgia","US",760,34.958056,-84.779167,"America/New_York","2GE7"
"2GE8","","Andy Fields Airport","Newnan","Georgia","US",980,33.464167,-84.663333,"America/New_York","2GE8"
"2IA7","","Jungmanns Landing Airport","Adel","Iowa","US",914,41.568472,-93.980972,"America/Chicago","2IA7"
"2IA9","","South 80 Field","Crystal Lake","Iowa","US",1210,43.190792,-93.770775,"America/Chicago","2IA9"
"2ID2","","Linda's Roost Airport","Mackay","Idaho","US",6250,43.954356,-113.647244,"America/Boise","2ID2"
"2ID3","","Josephine Ranch Airport","Triangle","Idaho","US",5100,42.751833,-116.677333,"America/Boise","2ID3"
"2ID5","","Splan Airport","Mccall","Idaho","US",4987,44.807467,-116.049483,"America/Boise","2ID5"
"2ID6","","Lemons Field","Fruitland","Idaho","US",2280,43.927336,-116.946475,"America/Boise","2ID6"
"2II0","","Indian Hills Flying Field","Kokomo","Indiana","US",860,40.41745,-86.1525,"America/Indiana/Indianapolis","2II0"
"2II3","","Stottlemyer Airport","Frankton","Indiana","US",865,40.226667,-85.816389,"America/Indiana/Indianapolis","2II3"
"2II6","","Baird-Wolford Airport","Tipton","Indiana","US",880,40.264759,-86.102767,"America/Indiana/Indianapolis","2II6"
"2IL0","","Woodley North Airport","Shannon","Illinois","US",909,42.181389,-89.676944,"America/Chicago","2IL0"
"2IL1","","Mc Cartney Airport","Durand","Illinois","US",908,42.413904,-89.32928,"America/Chicago","2IL1"
"2IL2","","Watters Airport","Dwight","Illinois","US",660,41.053365,-88.46117,"America/Chicago","2IL2"
"2IL7","","Ben Emge Airport","Belleville","Illinois","US",551,38.515178,-90.027207,"America/Chicago","2IL7"
"2IL9","","Meadow Creek Airport","Monee","Illinois","US",780,41.433342,-87.781353,"America/Chicago","2IL9"
"2IN0","","Skip's Place Airport","Ossian","Indiana","US",858,40.836944,-85.171111,"America/Indiana/Indianapolis","2IN0"
"2IN2","","Gerig's Field","Roanoke","Indiana","US",850,41.009167,-85.371389,"America/Indiana/Indianapolis","2IN2"
"2IN3","","Tatertown Airport","Medaryville","Indiana","US",700,41.084761,-86.924186,"America/Indiana/Winamac","2IN3"
"2IN4","","Scott Field","Argos","Indiana","US",810,41.25671,-86.189724,"America/Indiana/Indianapolis","2IN4"
"2IN6","","Galloway Airport","Noblesville","Indiana","US",830,40.041944,-85.916944,"America/Indiana/Indianapolis","2IN6"
"2IS3","","Jackson Field","Elmira","Illinois","US",760,41.171704,-89.80677,"America/Chicago","2IS3"
"2IS9","","Pontiac Flying/Cooksville Airport","Cooksville","Illinois","US",741,40.578083,-88.707833,"America/Chicago","2IS9"
"2KS2","","Stuber Flying Ranch Airport","Severy","Kansas","US",1200,37.655586,-96.290557,"America/Chicago","2KS2"
"2KS3","","Edwards Grass Strip","Fowler","Kansas","US",2616,37.440349,-100.307289,"America/Chicago","2KS3"
"2KS4","","Mahoney Farm Airport","Dorrance","Kansas","US",1836,38.849622,-98.668278,"America/Chicago","2KS4"
"2KS6","","Flying H Airport","Seneca","Kansas","US",1192,39.750379,-96.026783,"America/Chicago","2KS6"
"2KS8","","Vonada Airport","Sylvan Grove","Kansas","US",1629,39.113722,-98.403394,"America/Chicago","2KS8"
"2KS9","","Starshire Farm Airport","Topeka","Kansas","US",990,38.900002,-95.583591,"America/Chicago","2KS9"
"2KT4","","Eubank Field","Fountain Run","Kentucky","US",850,36.797028,-85.966944,"America/Chicago","2KT4"
"2KY0","","Skyfall Airport","Scottsville","Kentucky","US",853,36.6775,-86.12875,"America/Chicago","2KY0"
"2KY4","","Oz Airport","Elizabethtown","Kentucky","US",820,37.655,-85.813611,"America/New_York","2KY4"
"2KY5","","Womstead Field","Olive Hill","Kentucky","US",1062,38.375724,-83.155051,"America/New_York","2KY5"
"2LA0","","Central Industries Airport","Intracoastal City","Louisiana","US",2,29.789655,-92.156516,"America/Chicago","2LA0"
"2LA4","","Bunkie Flying Service Airport","Bunkie","Louisiana","US",65,30.929081,-92.179292,"America/Chicago","2LA4"
"2LA5","","Reed Airfield","Iota","Louisiana","US",30,30.344358,-92.433142,"America/Chicago","2LA5"
"2LA6","","Howell 1 Airport","Jackson","Louisiana","US",180,30.833515,-91.166774,"America/Chicago","2LA6"
"2LA7","","Costello Airport","Oak Grove","Louisiana","US",100.1,32.965854,-91.425862,"America/Chicago","2LA7"
"2LA8","GWV","Fokker Field","Bush","Louisiana","US",50,30.593175,-89.873478,"America/Chicago","2LA8"
"2LL2","","Weihler Airport","Sherrard","Illinois","US",740,41.314757,-90.552079,"America/Chicago","2LL2"
"2LL3","","Miller Airport","Lincoln","Illinois","US",626,40.066483,-89.272144,"America/Chicago","2LL3"
"2LL7","","Adams Number 2 Airport","Pontiac","Illinois","US",630,40.934722,-88.737556,"America/Chicago","2LL7"
"2LS3","","Majors Airpark","Melville","Louisiana","US",34,30.616626,-91.769167,"America/Chicago","2LS3"
"2MD1","","Recompense Farm Airport","Clements","Maryland","US",30,38.308458,-76.724686,"America/New_York","2MD1"
"2MD3","","Fly Away Farm Airport","Boyds","Maryland","US",501,39.229,-77.345333,"America/New_York","2MD3"
"2MD4","","Ennis Aerodrome","Salisbury","Maryland","US",44,38.394561,-75.557423,"America/New_York","2MD4"
"2MD6","","Cherry Field","Lexington Park","Maryland","US",8,38.144016,-76.472175,"America/New_York","2MD6"
"2MD8","","Greater Gortner Airport","Oakland","Maryland","US",2500,39.333434,-79.441437,"America/New_York","2MD8"
"2ME3","","Heartstone Farm Airport","Charleston","Maine","US",230,45.04135,-68.990022,"America/New_York","2ME3"
"2MI3","","Somers Lane Airport","Ashley","Michigan","US",669,43.143219,-84.606419,"America/Detroit","2MI3"
"2MI5","","Somerville Airport","Ada","Michigan","US",660,42.941696,-85.486411,"America/Detroit","2MI5"
"2MI6","","The Farm Airport","Whittemore","Michigan","US",809,44.287431,-83.760914,"America/Detroit","2MI6"
"2MI9","","Capen Airport","Mecosta","Michigan","US",1015,43.624193,-85.317816,"America/Detroit","2MI9"
"2MN0","","Pribbs Field","East Grand Forks","Minnesota","US",818,48.082115,-97.016248,"America/Chicago","2MN0"
"2MN2","","Dreamcatcher Airport","Jacobson","Minnesota","US",1250,46.940361,-93.297939,"America/Chicago","2MN2"
"2MN4","","Cornfield Canyon Airport","Blue Earth","Minnesota","US",1132,43.59845,-94.2529,"America/Chicago","2MN4"
"2MN6","","Van Normans Airport","St Charles","Minnesota","US",1100,44.047186,-92.09294,"America/Chicago","2MN6"
"2MN7","","Fussy Airport","North Prairie","Minnesota","US",1100,45.791631,-94.340831,"America/Chicago","2MN7"
"2MN8","","Med-City Aviation Airport","Rochester","Minnesota","US",1227,43.996075,-92.335725,"America/Chicago","2MN8"
"2MO0","","Fletcher Field","Centerview","Missouri","US",805,38.786389,-93.867222,"America/Chicago","2MO0"
"2MO1","","Bird Field","Willard","Missouri","US",1250,37.320046,-93.419916,"America/Chicago","2MO1"
"2MO2","","Northwood Airport","Holt","Missouri","US",1000,39.46417,-94.308001,"America/Chicago","2MO2"
"2MO4","","Breckenridge Airport","Rockville","Missouri","US",805,38.114444,-94.176667,"America/Chicago","2MO4"
